elo,A_Nc3,C_bw100_Nc3,A_d3,C_bw100_d3,A_Ng5,C_bw100_Ng5,A_O-O,C_bw100_O-O
1600.0,0.031459804969473995,0.037717987839066255,0.029388041190721918,0.029413831899180697,0.03145980496947401,0.03771798783906627,0.01655848530593809,0.02461623940812479
1605.0,0.04419998856175943,0.038039440425131334,0.02943000124926661,0.029402716998294814,0.04419998856175943,0.03803944042513135,0.032761936785232114,0.025037966686826514
1610.0,0.04419998856175941,0.038356932023503675,0.02943000124926661,0.029391521471207892,0.04419998856175941,0.03835693202350369,0.03276193678523211,0.025456761388849156
1615.0,0.04419998856175943,0.038668716013788365,0.02943000124926661,0.029380070468704608,0.04419998856175942,0.03866871601378838,0.032761936785232114,0.02587059118211955
1620.0,0.04419998856175945,0.03897309187133616,0.029430001249266605,0.02936818930912435,0.04419998856175941,0.03897309187133617,0.0327619367852321,0.02627749822186797
1625.0,0.04419998856175942,0.03926843350369165,0.029430001249266615,0.029355703165247347,0.04419998856175942,0.03926843350369167,0.0327619367852321,0.02667563560492999
1630.0,0.04419998856175942,0.03955321388300992,0.029430001249266605,0.02934243672958576,0.044199988561759405,0.03955321388300993,0.03276193678523211,0.027063299107769244
1635.0,0.04419998856175943,0.03982602516159976,0.02943000124926662,0.029328213859567947,0.04419998856175943,0.03982602516159978,0.03276193678523211,0.027438953155842126
1640.0,0.04419998856175945,0.04008559375935589,0.029430001249266615,0.029312857210868487,0.04419998856175943,0.040085593759355914,0.0327619367852321,0.02780125034519943
1645.0,0.04419998856175942,0.04033079022823866,0.029430001249266605,0.029296187874598208,0.044199988561759405,0.04033079022823868,0.0327619367852321,0.028149044228465425
1650.0,0.04419998856175942,0.04056063400316322,0.029430001249266605,0.029278025041730157,0.04419998856175944,0.04056063400316324,0.0327619367852321,0.0284813954526427
1655.0,0.04419998856175942,0.04077429341781736,0.02943000124926661,0.029258185725540016,0.04419998856175945,0.040774293417817374,0.03276193678523211,0.02879757166692498
1660.0,0.04419998856175943,0.04097108158142219,0.02943000124926661,0.02923648457959503,0.04419998856175943,0.0409710815814222,0.03276193678523211,0.029097041884163316
